region,name,number,gender,birthYear,party,number of votes,percentage of votes,elected,incumbent,type of election,identity
高雄市第09選區,陳致中,1,男,1979,無黨籍及未經政黨推薦,48941,26.63%,,否,第 08 屆 立法委員選舉,區域
高雄市第09選區,蔡媽福,2,男,1949,無黨籍及未經政黨推薦,2779,1.51%,,否,第 08 屆 立法委員選舉,區域
高雄市第09選區,郭玟成,3,男,1955,民主進步黨,59258,32.25%,,是,第 08 屆 立法委員選舉,區域
高雄市第09選區,林國正,4,男,1966,中國國民黨,70600,38.42%,*,否,第 08 屆 立法委員選舉,區域
高雄市第09選區,林杰正,5,男,1954,台灣國民會議,2142,1.16%,,否,第 08 屆 立法委員選舉,區域
宜蘭縣第01選區,林建榮,1,男,1946,中國國民黨,118971,48.30%,,是,第 08 屆 立法委員選舉,區域
宜蘭縣第01選區,陳歐珀,2,男,1962,民主進步黨,127303,51.69%,*,否,第 08 屆 立法委員選舉,區域
桃園縣第01選區,鄭文燦,1,男,1967,民主進步黨,82820,44.65%,,否,第 08 屆 立法委員選舉,區域
桃園縣第01選區,陳根德,2,男,1956,中國國民黨,102648,55.34%,*,是,第 08 屆 立法委員選舉,區域
桃園縣第02選區,廖正井,1,男,1945,中國國民黨,92035,50.21%,*,是,第 08 屆 立法委員選舉,區域
桃園縣第02選區,郭榮宗,2,男,1954,民主進步黨,91250,49.78%,,是,第 08 屆 立法委員選舉,區域
桃園縣第03選區,陳學聖,1,男,1957,中國國民黨,97654,53.85%,*,否,第 08 屆 立法委員選舉,區域
桃園縣第03選區,盧照仁,2,男,1974,台灣主義黨,1473,0.81%,,否,第 08 屆 立法委員選舉,區域
桃園縣第03選區,黃仁杼,3,男,1954,民主進步黨,72395,39.92%,,是,第 08 屆 立法委員選舉,區域
桃園縣第03選區,劉文雄,4,男,1954,親民黨,9816,5.41%,,否,第 08 屆 立法委員選舉,區域
桃園縣第04選區,黃興國,1,男,1972,台灣主義黨,839,0.46%,,否,第 08 屆 立法委員選舉,區域
桃園縣第04選區,陳叡德,2,男,1981,台灣國民會議,1255,0.69%,,否,第 08 屆 立法委員選舉,區域
桃園縣第04選區,黃適卓,3,男,1966,民主進步黨,73909,40.64%,,否,第 08 屆 立法委員選舉,區域
桃園縣第04選區,楊麗環,4,女,1957,中國國民黨,105827,58.20%,*,是,第 08 屆 立法委員選舉,區域
桃園縣第05選區,黃嘉華,1,男,1970,人民最大黨,717,0.41%,,否,第 08 屆 立法委員選舉,區域
桃園縣第05選區,黃國華,2,男,1969,中華民國臺灣基本法連線,433,0.24%,,否,第 08 屆 立法委員選舉,區域
桃園縣第05選區,吳平娥,3,女,1973,無黨籍及未經政黨推薦,15779,9.10%,,否,第 08 屆 立法委員選舉,區域
桃園縣第05選區,劉邦鉉,4,男,1968,無黨籍及未經政黨推薦,15644,9.02%,,否,第 08 屆 立法委員選舉,區域
桃園縣第05選區,呂玉玲,5,女,1961,中國國民黨,78504,45.29%,*,否,第 08 屆 立法委員選舉,區域
桃園縣第05選區,陳振瑋,6,男,1981,台灣國民會議,1346,0.77%,,否,第 08 屆 立法委員選舉,區域
桃園縣第05選區,彭添富,7,男,1951,民主進步黨,60887,35.13%,,否,第 08 屆 立法委員選舉,區域
桃園縣第06選區,鄭振源,1,男,1949,無黨籍及未經政黨推薦,14235,8.37%,,否,第 08 屆 立法委員選舉,區域
桃園縣第06選區,孫大千,2,男,1969,中國國民黨,102528,60.34%,*,是,第 08 屆 立法委員選舉,區域
桃園縣第06選區,胡鎮埔,3,男,1948,無黨籍及未經政黨推薦,53138,31.27%,,否,第 08 屆 立法委員選舉,區域
新竹縣第01選區,傅家賢,1,男,1966,中華民國臺灣基本法連線,1984,0.71%,,否,第 08 屆 立法委員選舉,區域
新竹縣第01選區,彭紹瑾,2,男,1957,民主進步黨,102953,37.04%,,是,第 08 屆 立法委員選舉,區域
新竹縣第01選區,徐欣瑩,3,女,1972,中國國民黨,171466,61.69%,*,否,第 08 屆 立法委員選舉,區域
新竹縣第01選區,戴國樑,4,男,1965,台灣主義黨,1500,0.53%,,否,第 08 屆 立法委員選舉,區域
苗栗縣第01選區,陳超明,1,男,1951,中國國民黨,82902,56.81%,*,否,第 08 屆 立法委員選舉,區域
苗栗縣第01選區,李朝雄,2,男,1955,台灣主義黨,2095,1.43%,,否,第 08 屆 立法委員選舉,區域
苗栗縣第01選區,杜文卿,3,男,1954,民主進步黨,56179,38.50%,,否,第 08 屆 立法委員選舉,區域
苗栗縣第01選區,黃玉燕,4,女,1961,無黨籍及未經政黨推薦,4730,3.24%,,否,第 08 屆 立法委員選舉,區域
苗栗縣第02選區,楊長鎮,1,男,1963,民主進步黨,47022,28.34%,,否,第 08 屆 立法委員選舉,區域
苗栗縣第02選區,徐耀昌,2,男,1955,中國國民黨,118858,71.65%,*,是,第 08 屆 立法委員選舉,區域
彰化縣第01選區,陳進丁,1,男,1946,民主進步黨,62640,34.99%,,否,第 08 屆 立法委員選舉,區域
彰化縣第01選區,施月英,2,女,1975,綠黨,2717,1.51%,,否,第 08 屆 立法委員選舉,區域
彰化縣第01選區,林益邦,3,男,1974,無黨籍及未經政黨推薦,50615,28.27%,,否,第 08 屆 立法委員選舉,區域
彰化縣第01選區,王惠美,4,女,1968,中國國民黨,63026,35.21%,*,否,第 08 屆 立法委員選舉,區域
彰化縣第02選區,黃秀芳,1,女,1971,民主進步黨,77158,44.53%,,否,第 08 屆 立法委員選舉,區域
彰化縣第02選區,林滄敏,2,男,1958,中國國民黨,96108,55.46%,*,是,第 08 屆 立法委員選舉,區域
彰化縣第03選區,鄭汝芬,1,女,1957,中國國民黨,101352,55.89%,*,是,第 08 屆 立法委員選舉,區域
彰化縣第03選區,江昭儀,2,男,1943,民主進步黨,79969,44.10%,,否,第 08 屆 立法委員選舉,區域
彰化縣第04選區,蕭景田,1,男,1954,中國國民黨,91207,49.76%,,是,第 08 屆 立法委員選舉,區域
彰化縣第04選區,魏明谷,2,男,1963,民主進步黨,92085,50.23%,*,否,第 08 屆 立法委員選舉,區域
南投縣第01選區,張國鑫,1,男,1961,民主進步黨,49950,38.55%,,否,第 08 屆 立法委員選舉,區域
南投縣第01選區,馬文君,2,女,1965,中國國民黨,78083,60.26%,*,是,第 08 屆 立法委員選舉,區域
南投縣第01選區,何國隆,3,男,1960,台灣主義黨,1526,1.17%,,否,第 08 屆 立法委員選舉,區域
南投縣第02選區,賴燕雪,1,女,1964,民主進步黨,66447,45.68%,,否,第 08 屆 立法委員選舉,區域
南投縣第02選區,林明溱,2,男,1951,中國國民黨,79008,54.31%,*,是,第 08 屆 立法委員選舉,區域
雲林縣第01選區,李進勇,1,男,1951,民主進步黨,89213,49.55%,,否,第 08 屆 立法委員選舉,區域
雲林縣第01選區,張嘉郡,2,女,1981,中國國民黨,90811,50.44%,*,是,第 08 屆 立法委員選舉,區域
雲林縣第02選區,許舒博,1,男,1963,中國國民黨,73832,37.09%,,是,第 08 屆 立法委員選舉,區域
雲林縣第02選區,王美心,2,女,1968,人民最大黨,3817,1.91%,,否,第 08 屆 立法委員選舉,區域
雲林縣第02選區,劉建國,3,男,1969,民主進步黨,121368,60.98%,*,是,第 08 屆 立法委員選舉,區域
嘉義縣第01選區,蔡易餘,1,男,1981,民主進步黨,72586,49.69%,,否,第 08 屆 立法委員選舉,區域
嘉義縣第01選區,翁重鈞,2,男,1955,中國國民黨,73481,50.30%,*,是,第 08 屆 立法委員選舉,區域
嘉義縣第02選區,陳明文,1,男,1954,民主進步黨,86828,55.19%,*,是,第 08 屆 立法委員選舉,區域
嘉義縣第02選區,陳以真,2,女,1977,中國國民黨,70477,44.80%,,否,第 08 屆 立法委員選舉,區域
屏東縣第01選區,陳俊豪,1,男,1986,台灣主義黨,2283,1.40%,,否,第 08 屆 立法委員選舉,區域
屏東縣第01選區,蘇震清,2,男,1965,民主進步黨,94538,58.20%,*,是,第 08 屆 立法委員選舉,區域
屏東縣第01選區,吳亮慶,3,男,1954,無黨籍及未經政黨推薦,10437,6.42%,,否,第 08 屆 立法委員選舉,區域
屏東縣第01選區,羅志明,4,男,1957,中國國民黨,55161,33.96%,,否,第 08 屆 立法委員選舉,區域
屏東縣第02選區,李世斌,1,男,1962,民主進步黨,75986,48.49%,,否,第 08 屆 立法委員選舉,區域
屏東縣第02選區,王進士,2,男,1948,中國國民黨,80696,51.50%,*,是,第 08 屆 立法委員選舉,區域
屏東縣第03選區,龔瑞維,1,男,1962,中國國民黨,45314,32.23%,,否,第 08 屆 立法委員選舉,區域
屏東縣第03選區,潘孟安,2,男,1963,民主進步黨,93685,66.64%,*,是,第 08 屆 立法委員選舉,區域
屏東縣第03選區,潘政治,3,男,1958,無黨籍及未經政黨推薦,1564,1.11%,,否,第 08 屆 立法委員選舉,區域
臺東縣第01選區,謝文漢,1,男,1980,綠黨,551,0.72%,,否,第 08 屆 立法委員選舉,區域
臺東縣第01選區,吳俊立,2,男,1962,無黨籍及未經政黨推薦,19016,24.96%,,否,第 08 屆 立法委員選舉,區域
臺東縣第01選區,林正杰,3,男,1952,無黨籍及未經政黨推薦,2365,3.10%,,否,第 08 屆 立法委員選舉,區域
臺東縣第01選區,饒慶鈴,4,女,1969,中國國民黨,22553,29.60%,,否,第 08 屆 立法委員選舉,區域
臺東縣第01選區,劉櫂豪,5,男,1967,民主進步黨,31685,41.59%,*,否,第 08 屆 立法委員選舉,區域
花蓮縣第01選區,王廷升,1,男,1965,中國國民黨,57557,44.71%,*,是,第 08 屆 立法委員選舉,區域
花蓮縣第01選區,釋楊悟空,2,男,1954,無黨籍及未經政黨推薦,1964,1.52%,,否,第 08 屆 立法委員選舉,區域
花蓮縣第01選區,賴坤成,3,男,1964,民主進步黨,33326,25.88%,,是,第 08 屆 立法委員選舉,區域
花蓮縣第01選區,張智超,4,男,1954,無黨籍及未經政黨推薦,35884,27.87%,,否,第 08 屆 立法委員選舉,區域
澎湖縣第01選區,林炳坤,1,男,1948,無黨團結聯盟,20756,46.56%,,是,第 08 屆 立法委員選舉,區域
澎湖縣第01選區,楊曜,2,男,1966,民主進步黨,23823,53.43%,*,否,第 08 屆 立法委員選舉,區域
基隆市第01選區,林右昌,1,男,1971,民主進步黨,84487,40.17%,,否,第 08 屆 立法委員選舉,區域
基隆市第01選區,黃小陵,2,女,1970,人民民主陣線,2599,1.23%,,否,第 08 屆 立法委員選舉,區域
基隆市第01選區,謝國樑,3,男,1975,中國國民黨,110196,52.39%,*,是,第 08 屆 立法委員選舉,區域
基隆市第01選區,張耿輝,4,男,1961,無黨籍及未經政黨推薦,12332,5.86%,,否,第 08 屆 立法委員選舉,區域
基隆市第01選區,周一成,5,男,1958,台灣主義黨,707,0.33%,,否,第 08 屆 立法委員選舉,區域
新竹市第01選區,王瑄,1,女,1971,無黨籍及未經政黨推薦,7387,3.22%,,否,第 08 屆 立法委員選舉,區域
新竹市第01選區,鄧秀寶,2,女,1960,中華民國臺灣基本法連線,1911,0.83%,,否,第 08 屆 立法委員選舉,區域
新竹市第01選區,呂學樟,3,男,1952,中國國民黨,121848,53.27%,*,是,第 08 屆 立法委員選舉,區域
新竹市第01選區,王榮德,4,男,1953,無黨籍及未經政黨推薦,1350,0.59%,,否,第 08 屆 立法委員選舉,區域
新竹市第01選區,張學舜,5,男,1960,民主進步黨,95715,41.84%,,否,第 08 屆 立法委員選舉,區域
新竹市第01選區,趙福龍,6,男,1955,無黨籍及未經政黨推薦,506,0.22%,,否,第 08 屆 立法委員選舉,區域
嘉義市第01選區,陳建豪,1,男,1977,台灣國民會議,3922,2.64%,,否,第 08 屆 立法委員選舉,區域
嘉義市第01選區,江義雄,2,男,1944,中國國民黨,71906,48.52%,,是,第 08 屆 立法委員選舉,區域
嘉義市第01選區,李俊俋,3,男,1965,民主進步黨,72343,48.82%,*,否,第 08 屆 立法委員選舉,區域
金門縣第01選區,陳福海,1,男,1963,親民黨,12128,32.14%,,是,第 08 屆 立法委員選舉,區域
金門縣第01選區,吳成典,2,男,1957,新黨,10678,28.30%,,否,第 08 屆 立法委員選舉,區域
金門縣第01選區,許乃權,3,男,1956,無黨籍及未經政黨推薦,2260,5.99%,,否,第 08 屆 立法委員選舉,區域
金門縣第01選區,高絃騰,4,男,1952,健保免費連線,228,0.60%,,否,第 08 屆 立法委員選舉,區域
金門縣第01選區,楊應雄,5,男,1957,中國國民黨,12435,32.95%,*,否,第 08 屆 立法委員選舉,區域
連江縣第01選區,陳雪生,1,男,1952,無黨籍及未經政黨推薦,2528,49.99%,*,否,第 08 屆 立法委員選舉,區域
連江縣第01選區,曹爾忠,2,男,1954,中國國民黨,2361,46.68%,,是,第 08 屆 立法委員選舉,區域
連江縣第01選區,陳財能,3,男,1965,無黨籍及未經政黨推薦,168,3.32%,,否,第 08 屆 立法委員選舉,區域
全國,廖國棟,1,男,1955,中國國民黨,26998,27.51%,*,是,第 08 屆 立法委員選舉,平原
全國,洪國治,2,男,1962,無黨籍及未經政黨推薦,10524,10.72%,,否,第 08 屆 立法委員選舉,平原
全國,忠仁．達祿斯,3,男,1961,無黨籍及未經政黨推薦,6757,6.88%,,否,第 08 屆 立法委員選舉,平原
全國,林金瑛,4,女,1944,中華民國臺灣基本法連線,706,0.71%,,否,第 08 屆 立法委員選舉,平原
全國,詹金福,5,男,1949,無黨籍及未經政黨推薦,1294,1.31%,,否,第 08 屆 立法委員選舉,平原
全國,林正二,6,男,1952,親民黨,13992,14.25%,*,是,第 08 屆 立法委員選舉,平原
全國,陳連順,7,男,1957,台灣主義黨,986,1.00%,,否,第 08 屆 立法委員選舉,平原
全國,馬躍‧比吼 Mayaw‧Biho,8,男,1969,無黨籍及未經政黨推薦,4553,4.63%,,否,第 08 屆 立法委員選舉,平原
全國,鄭天財 Sra．Kacaw,9,男,1956,中國國民黨,23480,23.92%,*,否,第 08 屆 立法委員選舉,平原
全國,笛布斯．顗賚,10,女,1972,無黨籍及未經政黨推薦,8841,9.00%,,否,第 08 屆 立法委員選舉,平原
全國,曾智勇,1,男,1962,民主進步黨,9968,8.54%,,否,第 08 屆 立法委員選舉,山原
全國,高金素梅,2,女,1965,無黨團結聯盟,29520,25.29%,*,是,第 08 屆 立法委員選舉,山原
全國,邱文生,3,男,1950,無黨籍及未經政黨推薦,1481,1.26%,,否,第 08 屆 立法委員選舉,山原
全國,孔文吉,4,男,1957,中國國民黨,31629,27.10%,*,是,第 08 屆 立法委員選舉,山原
全國,瓦歷斯‧貝林 Walis‧Perin,5,男,1952,親民黨,15533,13.30%,,否,第 08 屆 立法委員選舉,山原
全國,簡東明 Uliw．Qaljupayare,6,男,1951,中國國民黨,28581,24.48%,*,是,第 08 屆 立法委員選舉,山原
臺北市第01選區,張歷元,1,男,1961,台灣農民黨,336,0.21%,,否,第 07 屆 立法委員選舉,區域
臺北市第01選區,高建智,2,男,1953,民主進步黨,61408,38.79%,,是,第 07 屆 立法委員選舉,區域
臺北市第01選區,丁守中,3,男,1954,中國國民黨,94694,59.81%,*,是,第 07 屆 立法委員選舉,區域
臺北市第01選區,曾瑾珮,4,女,1977,綠黨,1862,1.17%,,否,第 07 屆 立法委員選舉,區域
臺北市第02選區,周奕成,1,男,1967,第三社會黨,2812,1.81%,,否,第 07 屆 立法委員選舉,區域
臺北市第02選區,周守訓,2,男,1966,中國國民黨,81386,52.39%,*,是,第 07 屆 立法委員選舉,區域
臺北市第02選區,王世堅,3,男,1960,民主進步黨,71119,45.78%,,是,第 07 屆 立法委員選舉,區域
臺北市第03選區,蔣孝嚴,1,男,1941,中國國民黨,99959,60.25%,*,是,第 07 屆 立法委員選舉,區域
臺北市第03選區,李林耀,2,男,1955,制憲聯盟,128,0.07%,,否,第 07 屆 立法委員選舉,區域
臺北市第03選區,謝馥米,3,女,1972,台灣團結聯盟,1854,1.11%,,否,第 07 屆 立法委員選舉,區域
臺北市第03選區,簡瑞寬,4,男,1974,制憲聯盟,176,0.10%,,否,第 07 屆 立法委員選舉,區域
臺北市第03選區,郭正亮,5,男,1961,民主進步黨,63773,38.44%,,是,第 07 屆 立法委員選舉,區域
臺北市第04選區,莊婉均,1,女,1961,無黨籍及未經政黨推薦,1684,0.99%,,否,第 07 屆 立法委員選舉,區域
臺北市第04選區,張慶源,2,男,1958,無黨籍及未經政黨推薦,470,0.27%,,否,第 07 屆 立法委員選舉,區域
臺北市第04選區,蔡正元,3,男,1953,中國國民黨,105375,62.25%,*,是,第 07 屆 立法委員選舉,區域
臺北市第04選區,許家琛,4,男,1935,無黨籍及未經政黨推薦,159,0.09%,,否,第 07 屆 立法委員選舉,區域
臺北市第04選區,柯逸民,5,男,1967,綠黨,1580,0.93%,,否,第 07 屆 立法委員選舉,區域
臺北市第04選區,徐國勇,6,男,1958,民主進步黨,60004,35.44%,,是,第 07 屆 立法委員選舉,區域
臺北市第05選區,葉玫,1,女,1958,紅黨,324,0.21%,,否,第 07 屆 立法委員選舉,區域
臺北市第05選區,吳建毅,2,男,1969,台灣農民黨,251,0.16%,,否,第 07 屆 立法委員選舉,區域
臺北市第05選區,魏志中,3,男,1965,無黨籍及未經政黨推薦,284,0.18%,,否,第 07 屆 立法委員選舉,區域
臺北市第05選區,林郁方,4,男,1951,中國國民黨,87448,58.24%,*,是,第 07 屆 立法委員選舉,區域
臺北市第05選區,黃啟彬,5,男,1973,制憲聯盟,360,0.23%,,否,第 07 屆 立法委員選舉,區域
臺北市第05選區,段宜康,6,男,1963,民主進步黨,61480,40.94%,,否,第 07 屆 立法委員選舉,區域
臺北市第06選區,樂可銘,1,男,1947,制憲聯盟,89,0.05%,,否,第 07 屆 立法委員選舉,區域
臺北市第06選區,李慶安,2,女,1959,中國國民黨,99294,66.80%,*,是,第 07 屆 立法委員選舉,區域
臺北市第06選區,王保善,3,男,1963,紅黨,417,0.28%,,否,第 07 屆 立法委員選舉,區域
臺北市第06選區,余少鈞,4,男,1971,客家黨,131,0.08%,,否,第 07 屆 立法委員選舉,區域
臺北市第06選區,羅文嘉,5,男,1966,民主進步黨,48240,32.45%,,否,第 07 屆 立法委員選舉,區域
臺北市第06選區,古文發,6,男,1968,民主自由黨,155,0.10%,,否,第 07 屆 立法委員選舉,區域
臺北市第06選區,林俊賢,7,男,1951,台灣農民黨,221,0.14%,,否,第 07 屆 立法委員選舉,區域
臺北市第06選區,林裕發,8,男,1932,制憲聯盟,87,0.05%,,否,第 07 屆 立法委員選舉,區域
臺北市第07選區,張國慶,1,男,1954,台灣團結聯盟,1350,0.93%,,否,第 07 屆 立法委員選舉,區域
臺北市第07選區,連石磊,2,男,1948,客家黨,241,0.16%,,否,第 07 屆 立法委員選舉,區域
臺北市第07選區,陳源奇,3,男,1940,大道慈悲濟世黨,229,0.15%,,否,第 07 屆 立法委員選舉,區域
臺北市第07選區,潘翰聲,4,男,1970,綠黨,1275,0.88%,,否,第 07 屆 立法委員選舉,區域
臺北市第07選區,費鴻泰,5,男,1954,中國國民黨,95145,65.79%,*,是,第 07 屆 立法委員選舉,區域
臺北市第07選區,田欣,6,男,1962,民主進步黨,46059,31.85%,,否,第 07 屆 立法委員選舉,區域
臺北市第07選區,秦政德,7,男,1971,第三社會黨,313,0.21%,,否,第 07 屆 立法委員選舉,區域
